customer,recency,frequency,monetary,R,F,M,RFM Score
Stacey Fadel,82,2,115,1,4,4,144
Stacey Huel,80,3,176,1,5,5,155
Staci Shanahan PhD,39,2,129,3,4,5,345
Stacia Cole,75,3,145,1,5,5,155
Stacia Hyatt,86,1,75,1,1,3,113
Stacia West,6,3,151,5,5,5,555
Stacy Abshire DVM,75,2,117,1,4,4,144
Stacy Larson,5,3,148,5,5,5,555
Stacy Rosenbaum,0,4,224,5,5,5,555
Stafford Willms,47,1,27,2,1,1,211
Stan Abbott,47,1,67,2,1,3,213
Stan Pagac,59,4,189,2,5,5,255
Stan Schamberger,5,3,182,5,5,5,555
Stanislaus Aufderhar,63,1,69,2,1,3,213
Stanislaus Russel,32,1,21,3,1,1,311
Stanley Ondricka,47,1,59,2,1,3,213
Star Gulgowski MD,53,2,116,2,4,4,244
Star Murazik,13,1,79,4,1,4,414
Starla Frami,18,1,77,4,1,4,414
Starling Fadel Sr.,12,6,333,4,5,5,455
Starling Welch,75,1,49,1,1,2,112
Starr Jenkins,40,3,205,3,5,5,355
Stasia Fay,50,1,44,2,1,2,212
Stefan Keebler,85,1,30,1,1,1,111
Stefan Rath,47,1,29,2,1,1,211
Stefani Kshlerin,12,4,171,4,5,5,455
Stefani Streich,46,3,138,2,5,5,255
Stella Zieme,43,1,59,3,1,3,313
Stephaine Graham,47,1,51,2,1,2,212
Stephan Russel,14,1,68,4,1,3,413
Stephani Crist,37,3,150,3,5,5,355
Stephani Jewess DDS,38,2,115,3,4,4,344
Stephani McCullough,45,1,43,3,1,2,312
Stephania Dooley,13,4,224,4,5,5,455
Stephanie Goldner,5,2,105,5,4,4,544
Stephanie Gusikowski,47,1,33,2,1,1,211
Stephanie Hammes,40,1,44,3,1,2,312
Stephanie McCullough,74,1,45,1,1,2,112
Stephanie Wuckert,88,1,71,1,1,3,113
Stephenie Bahringer PhD,85,1,44,1,1,2,112
Stephenie Sanford DVM,4,12,617,5,5,5,555
Stephon Weimann,35,1,79,3,1,4,314
Stetson Beier,5,1,78,5,1,4,514
Stetson Ferry DVM,68,1,77,1,1,4,114
Stetson Medhurst,30,7,366,3,5,5,355
Stevan Skiles IV,72,1,52,1,1,2,112
Steve Bruen DVM,54,2,86,2,4,4,244
Steve Hackett V,11,2,68,4,4,3,443
Steve Konopelski,3,16,705,5,5,5,555
Steve Mann,45,1,77,3,1,4,314
Steven Stehr,12,1,65,4,1,3,413
Stevie Fisher,83,1,45,1,1,2,112
Stevie Hirthe DDS,54,1,58,2,1,2,212
Steward Bergnaum,41,1,43,3,1,2,312
Steward Farrell,78,1,33,1,1,1,111
Steward Haley,11,1,63,4,1,3,413
Steward Nikolaus,5,1,70,5,1,3,513
Steward Spinka,79,3,139,1,5,5,155
Steward Stanton I,58,1,22,2,1,1,211
Stewart Bradtke I,87,1,51,1,1,2,112
Stone Friesen,18,1,31,4,1,1,411
Stone Lemke,9,2,77,5,4,4,544
Stonewall Flatley,47,1,57,2,1,2,212
Stoney Hane V,4,2,112,5,4,4,544
Stormy Lakin,46,1,80,2,1,4,214
Stormy McLaughlin,33,2,101,3,4,4,344
Stuart Lubowitz,32,1,77,3,1,4,314
Stuart Mayert I,11,4,212,4,5,5,455
Sue Friesen,5,1,76,5,1,4,514
Sue Jacobi,3,3,172,5,5,5,555
Sula Treutel,72,1,68,1,1,3,113
Sullivan Boyer,88,1,36,1,1,1,111
Sullivan Leannon,78,1,53,1,1,2,112
Sumner Beahan,61,1,37,2,1,1,211
Sunday Hegmann DDS,87,1,73,1,1,3,113
Sunny Kling,75,1,21,1,1,1,111
Sunny Lehner,88,1,21,1,1,1,111
Sunshine Cole,89,1,69,1,1,3,113
Sunshine Emard,45,1,79,3,1,4,314
Sunshine Simonis,81,1,32,1,1,1,111
Susana Spinka,47,1,60,2,1,3,213
Susann Hoeger,13,2,93,4,4,4,444
Susann Morissette,46,1,25,2,1,1,211
Susanna Olson,7,1,47,5,1,2,512
Susannah Bernier,57,1,30,2,1,1,211
Susannah Cartwright,65,1,24,2,1,1,211
Susannah Hahn,47,1,34,2,1,1,211
Susanne Mann,60,1,59,2,1,3,213
Susanne Torp,20,3,130,4,5,5,455
Susie Price,70,1,50,1,1,2,112
Susie Sauer,4,2,89,5,4,4,544
Suzann Ankunding,6,1,26,5,1,1,511
Suzann Bins,4,3,166,5,5,5,555
Suzann Koss,39,2,89,3,4,4,344
Suzanna Beatty,32,1,76,3,1,4,314
Suzanne Kuhn,11,1,21,4,1,1,411
Suzette Hartmann,69,1,73,1,1,3,113
Suzette Pollich,47,4,162,2,5,5,255
Suzie Bins MD,47,2,106,2,4,4,244
Suzy Jones,0,8,417,5,5,5,555
Sybil Kirlin,89,1,55,1,1,2,112
Sybilla Koss,67,1,67,2,1,3,213
Sybilla Steuber,5,2,104,5,4,4,544
Syble Koepp,1,10,542,5,5,5,555
Syble Pacocha MD,29,1,63,3,1,3,313
Syble Wilkinson,38,1,56,3,1,2,312
Sydell O'Connell,75,1,60,1,1,3,113
Sydell West,3,1,28,5,1,1,511
Sydnee Fisher,30,2,63,3,4,3,343
Sydnee Hilpert,71,1,32,1,1,1,111
Sydney Cassin,81,1,46,1,1,2,112
Sydney Rogahn,45,2,90,3,4,4,344
Sydni Auer,4,2,120,5,4,4,544
Sydni Bayer,17,1,23,4,1,1,411
Sydni Turcotte,17,1,33,4,1,1,411
Sydni Ward,46,3,169,2,5,5,255
Sydnie Hayes,89,1,46,1,1,2,112
Sydnie Rau,82,1,27,1,1,1,111
Sydnie Sawayn DVM,47,1,36,2,1,1,211
Syed Abshire,55,1,56,2,1,2,212
Syed Ebert,51,2,117,2,4,4,244
Syed Keeling,19,3,174,4,5,5,455
Sylas Russel,9,1,27,5,1,1,511
Sylva Littel,12,2,78,4,4,4,444
Sylvan McLaughlin,11,6,302,4,5,5,455
Sylvania Murray DDS,81,1,56,1,1,2,112
Sylvanus Bergstrom,4,5,264,5,5,5,555
Sylvia Haag,33,1,62,3,1,3,313
Sylvia Windler,12,3,147,4,5,5,455
Symone McClure,57,2,90,2,4,4,244
Syreeta Turcotte,4,3,187,5,5,5,555
Tabatha Mueller,60,1,59,2,1,3,213
Tabetha McLaughlin,81,1,32,1,1,1,111
Tad Langosh IV,87,1,34,1,1,1,111
Tahj Bode,73,1,37,1,1,1,111
Tahj Wiza I,48,1,39,2,1,1,211
Tai Tillman,76,1,30,1,1,1,111
Taj Dare,9,2,69,5,4,3,543
Taja Buckridge,18,1,24,4,1,1,411
Takisha Rath,4,8,395,5,5,5,555
Tal Lebsack,30,3,177,3,5,5,355
Tal Moen,5,8,370,5,5,5,555
Tal Toy,28,1,74,3,1,3,313
Tal Yundt,47,1,36,2,1,1,211
Talan Hansen,47,2,116,2,4,4,244
Talan Lehner,46,1,45,2,1,2,212
Talan Nader Sr.,47,1,65,2,1,3,213
Talan Predovic,4,2,89,5,4,4,544
Talen Murphy,10,2,100,5,4,4,544
Talen Roob Jr.,87,2,96,1,4,4,144
Talia Abbott,53,2,121,2,4,4,244
Talia Boehm,40,1,48,3,1,2,312
Talia Heidenreich,79,1,68,1,1,3,113
Taliyah Mann DVM,47,1,22,2,1,1,211
Tallie Gleason,65,1,71,2,1,3,213
Tallie Roberts,9,1,22,5,1,1,511
Talmadge Tromp,7,3,98,5,5,4,554
Talmage Hickle I,37,1,30,3,1,1,311
Talmage VonRueden,6,2,98,5,4,4,544
Tamala Johnson,65,1,76,2,1,4,214
Tamala Turcotte,37,1,58,3,1,2,312
Tamara Casper,8,1,61,5,1,3,513
Tambra Johnston,56,1,34,2,1,1,211
Tameka Wintheiser DDS,3,1,25,5,1,1,511
Tamekia Corwin,11,4,166,4,5,5,455
Tamela Lebsack,10,1,74,5,1,3,513
Tamela Witting,67,1,59,2,1,3,213
Tamera Schimmel,11,6,287,4,5,5,455
Tami Quitzon,21,5,319,4,5,5,455
Tamia Batz,34,2,77,3,4,4,344
Tamia Casper,21,3,103,4,5,4,454
Tamia Hills,60,1,52,2,1,2,212
Tamia Langworth,54,1,57,2,1,2,212
Tamia Waters,35,2,146,3,4,5,345
Tamia Zieme,25,1,52,4,1,2,412
Tamica Boyle,24,2,92,4,4,4,444
Tamica Cummerata,88,1,44,1,1,2,112
Tamica Nader,51,1,80,2,1,4,214
Tamica VonRueden,45,1,38,3,1,1,311
Tamie Braun,48,1,75,2,1,3,213
Tamie Moore,10,1,65,5,1,3,513
Tamika Labadie,76,1,51,1,1,2,112
Tamika Smith,23,1,77,4,1,4,414
Tamiko Greenholt,12,2,40,4,4,2,442
Tamiko Grimes,77,2,150,1,4,5,145
Tamisha Crooks,24,1,51,4,1,2,412
Tamisha Hills,24,1,31,4,1,1,411
Tamisha Witting,37,1,21,3,1,1,311
Tammi Sporer,79,2,101,1,4,4,144
Tammie Gorczany,3,1,27,5,1,1,511
Tammie Leffler,84,2,87,1,4,4,144
Tamra Beatty DVM,76,1,43,1,1,2,112
Tamya Klocko,20,1,20,4,1,1,411
Tamya Quigley,13,1,38,4,1,1,411
Tamya Sipes,73,1,30,1,1,1,111
Tandy Blanda III,82,1,47,1,1,2,112
Tandy Bogisich,19,2,64,4,4,3,443
Tanesha Conn,4,4,239,5,5,5,555
Tanesha Ernser,11,6,314,4,5,5,455
Tanesha Kling,21,1,70,4,1,3,413
Tanesha Kreiger,43,2,122,3,4,4,344
Tania McLaughlin,81,1,32,1,1,1,111
Tanika Jaskolski,4,4,150,5,5,5,555
Tanika Schaefer,12,1,78,4,1,4,414
Taniyah Becker,19,1,71,4,1,3,413
Taniyah Kuvalis,75,2,114,1,4,4,144
Tanja Barrows,40,1,53,3,1,2,312
Tanner Reinger,20,3,213,4,5,5,455
Tanya Hoeger,87,1,40,1,1,2,112
Tanya Wintheiser,19,4,154,4,5,5,455
Tara Marvin,70,1,50,1,1,2,112
Tari Thiel,47,1,54,2,1,2,212
Tarik Konopelski I,88,1,51,1,1,2,112
Tarik Marvin Jr.,11,3,175,4,5,5,455
Taryn Maggio,76,1,44,1,1,2,112
Tasha Muller,4,1,30,5,1,1,511
Tate Sporer Sr.,6,1,32,5,1,1,511
Tate Turcotte,89,2,105,1,4,4,144
Tatiana Goldner,47,1,60,2,1,3,213
Tatiana Wiza,43,1,36,3,1,1,311
Tatianna Spinka,46,1,73,2,1,3,213
Tatsuo Cormier,34,2,102,3,4,4,344
Tatsuo Feil MD,88,1,25,1,1,1,111
Tatum Haag,4,7,438,5,5,5,555
Tatyanna Auer MD,44,1,22,3,1,1,311
Tatyanna Ernser,83,1,22,1,1,1,111
Tatyanna Smith,9,3,178,5,5,5,555
Taurus Franecki PhD,89,1,37,1,1,1,111
Tavares Corkery,53,2,108,2,4,4,244
Tavares Schuster III,47,2,123,2,4,4,244
Tavaris Johnston,28,1,56,3,1,2,312
Tavian Bahringer DDS,6,1,74,5,1,3,513
Tavion Powlowski,34,2,120,3,4,4,344
Tavion Thiel III,51,1,75,2,1,3,213
Tavion Wintheiser,42,3,175,3,5,5,355
Tawana Dooley,29,1,38,3,1,1,311
Tawanda Balistreri MD,57,1,44,2,1,2,212
Tawanna Conn,74,1,64,1,1,3,113
Tawanna Leffler PhD,26,1,32,4,1,1,411
Tawny Mante,2,1,23,5,1,1,511
Tawnya Oberbrunner,56,6,338,2,5,5,255
Tayla Conn,90,1,27,1,1,1,111
Tayler Schoen,8,2,90,5,4,4,544
Taylor Crist,2,6,277,5,5,5,555
Taylor Lind,11,2,112,4,4,4,444
Taylor McGlynn,76,2,133,1,4,5,145
Taylor Pollich Jr.,6,10,574,5,5,5,555
Taylor Reilly,10,1,25,5,1,1,511
Taylor Renner,46,2,134,2,4,5,245
Taylor Wiegand,29,2,124,3,4,5,345
Tayshaun Dietrich,35,1,77,3,1,4,314
Tayshaun Feest,5,10,486,5,5,5,555
Tayshaun Torp,39,3,122,3,5,4,354
Tea Langworth,6,1,23,5,1,1,511
Teagan Daniel Jr.,52,1,22,2,1,1,211
Teddie Maggio,20,1,21,4,1,1,411
Teddie Swift,8,2,129,5,4,5,545
Teddie Vandervort,13,4,158,4,5,5,455
Teddie Walter,45,4,168,3,5,5,355
Teddie Wiza,74,2,121,1,4,4,144
Teddy Konopelski,52,1,28,2,1,1,211
Teela Hackett,10,1,32,5,1,1,511
Teela Ritchie,89,1,48,1,1,2,112
Teena Bashirian DVM,65,1,21,2,1,1,211
Teena Bode,9,3,133,5,5,5,555
Teena Ratke,11,1,37,4,1,1,411
Tegan O'Conner,21,1,59,4,1,3,413
Tena Boyer,9,12,566,5,5,5,555
Tenisha Dach,30,1,31,3,1,1,311
Tenisha Daugherty,73,2,93,1,4,4,144
Tenisha Gorczany,6,1,28,5,1,1,511
Tenisha Hills,47,1,52,2,1,2,212
Tennessee Klein,14,1,71,4,1,3,413
Tennessee McKenzie,80,1,41,1,1,2,112
Tennessee Stark,4,6,299,5,5,5,555
Tennie Kshlerin,52,1,25,2,1,1,211
Tennie Kunde,59,1,60,2,1,3,213
Tennie Rolfson PhD,5,1,39,5,1,1,511
Tera Collins,60,1,64,2,1,3,213
Terance Parisian,18,1,24,4,1,1,411
Terence Durgan,18,1,23,4,1,1,411
Teresa McDermott,8,4,221,5,5,5,555
Terese Nader,79,1,79,1,1,4,114
Teressa Spencer,87,1,52,1,1,2,112
Teri Hilll DVM,46,2,105,2,4,4,244
Teri Kunde,40,3,206,3,5,5,355
Terra Schulist,68,2,94,1,4,4,144
Terrell Johnson,18,1,23,4,1,1,411
Terrell Mitchell,31,1,43,3,1,2,312
Terrence Gerlach,36,1,78,3,1,4,314
Terri Runolfsdottir,11,3,144,4,5,5,455
Terrie Ward,21,5,228,4,5,5,455
Terry Adams,21,1,43,4,1,2,412
Terry Becker,20,1,44,4,1,2,412
Terry Berge,78,4,203,1,5,5,155
Terry Bode,0,1,69,5,1,3,513
Terry Haley,56,1,42,2,1,2,212
Terry Heathcote,74,1,63,1,1,3,113
Terry Langosh,27,1,48,3,1,2,312
Terry Smith,42,2,100,3,4,4,344
Terry Turner,64,3,94,2,5,4,254
Tess Connelly,55,1,50,2,1,2,212
Tess Schuppe MD,14,1,51,4,1,2,412
Tessie Metz MD,71,1,21,1,1,1,111
Tevin Thiel,80,1,45,1,1,2,112
Texas Keebler,20,2,133,4,4,5,445
Thad Lynch,49,1,56,2,1,2,212
Thad Marks,12,2,119,4,4,4,444
Thalia Ritchie DVM,35,2,90,3,4,4,344
Thalia Romaguera,88,1,50,1,1,2,112
Thea Schmeler,16,1,22,4,1,1,411
Theadore Parisian,45,2,150,3,4,5,345
Thekla Huel,13,1,58,4,1,2,412
Theo Bahringer,42,2,148,3,4,5,345
Theo Buckridge,71,1,43,1,1,2,112
Theo Osinski,6,2,127,5,4,5,545
Theodis Williamson,82,1,46,1,1,2,112
Theodocia Hettinger,10,2,86,5,4,4,544
Theodocia Rutherford,80,1,54,1,1,2,112
Theodocia Smitham,79,2,92,1,4,4,144
Theodocia Zieme,41,1,50,3,1,2,312
Theodora Boyle,86,1,56,1,1,2,112
Theodora Ledner,36,2,122,3,4,4,344
Theodora Tromp,16,2,104,4,4,4,444
Theodosia Feil,5,2,96,5,4,4,544
Theodosia Wisozk,12,4,194,4,5,5,455
Theola Beer MD,76,1,57,1,1,2,112
Theola O'Conner,89,1,62,1,1,3,113
Theola Rutherford,47,2,101,2,4,4,244
Theresa Kuvalis,36,2,100,3,4,4,344
Theresa Schneider,21,1,49,4,1,2,412
Therese Effertz,64,1,54,2,1,2,212
Theresia Morissette,12,3,173,4,5,5,455
Theresia Mosciski,18,2,45,4,4,2,442
Theta Carter DVM,47,2,113,2,4,4,244
Thomas Parisian,79,2,105,1,4,4,144
Thomas Ullrich,12,2,96,4,4,4,444
Thomasina Pfannerstill MD,81,1,75,1,1,3,113
Thomasina Welch,74,3,155,1,5,5,155
Thor Abbott,14,1,62,4,1,3,413
Thor Harber,44,3,131,3,5,5,355
Thor Moen,76,3,159,1,5,5,155
Thor Muller,13,3,190,4,5,5,455
Thor Schultz,88,1,59,1,1,3,113
Thora Kuphal,43,1,59,3,1,3,313
Thora Sauer,31,5,221,3,5,5,355
Thornton Heaney,13,7,359,4,5,5,455
Thos Gerhold,47,3,169,2,5,5,255
Thresa Flatley DVM,47,1,41,2,1,2,212
Thurlow Kunze,84,1,40,1,1,2,112
Thurman Hammes,6,1,27,5,1,1,511
Thurman Welch,43,2,108,3,4,4,344
Thursa Schmidt,8,1,22,5,1,1,511
Thurston Armstrong,34,1,69,3,1,3,313
Thurston Bahringer,8,1,47,5,1,2,512
Thurston McDermott,7,1,23,5,1,1,511
Tia Hauck,11,1,65,4,1,3,413
Tia Zulauf,52,1,43,2,1,2,212
Tiana Greenholt,80,1,41,1,1,2,112
Tiana Koepp PhD,27,1,29,3,1,1,311
Tiana Senger,88,1,67,1,1,3,113
Tianna Schmeler,23,4,179,4,5,5,455
Tianna Spencer MD,47,1,38,2,1,1,211
Tianna Swaniawski,6,2,95,5,4,4,544
Tiarra Ebert,6,1,40,5,1,2,512
Tiarra Eichmann,19,5,238,4,5,5,455
Tierra Hayes,8,1,79,5,1,4,514
Tiesha Hodkiewicz,90,1,38,1,1,1,111
Tiesha White MD,47,1,34,2,1,1,211
Tiffanie Johnston,49,1,39,2,1,1,211
Tiffany Jakubowski MD,11,2,74,4,4,3,443
Tiffany Murphy,27,1,42,3,1,2,312
Tiffany Murray,35,2,115,3,4,4,344
Tilda Rice,49,1,62,2,1,3,213
Tilden Hermann,89,1,42,1,1,2,112
Tilden Shanahan,38,8,379,3,5,5,355
Tilla Emard,67,1,59,2,1,3,213
Tilla Kilback DVM,11,2,131,4,4,5,445
Tillie Purdy,67,1,54,2,1,2,212
Tillie Will,3,1,59,5,1,3,513
Tillman Mayer,11,2,121,4,4,4,444
Tillman Stroman,11,2,66,4,4,3,443
Tilman Murazik,64,1,30,2,1,1,211
Tim Pacocha,62,1,31,2,1,1,211
Timmie Gibson,40,2,106,3,4,4,344
Timmie Jacobi II,67,1,62,2,1,3,213
Timmie Ruecker,86,1,63,1,1,3,113
Timmothy Jones,52,1,35,2,1,1,211
Timmothy Waters,5,3,170,5,5,5,555
Timmy Hahn,36,1,29,3,1,1,311
Timmy Quitzon,47,1,71,2,1,3,213
Tina Ankunding,6,3,139,5,5,5,555
Tina Champlin,30,1,66,3,1,3,313
Tinie Crona,10,1,38,5,1,1,511
Tinie Rutherford DVM,42,1,34,3,1,1,311
Tinnie Tillman,25,1,76,4,1,4,414
Tiny Hane,59,2,142,2,4,5,245
Tiny McLaughlin,7,1,61,5,1,3,513
Tisa Bechtelar,20,2,139,4,4,5,445
Tisa Conn,18,1,74,4,1,3,413
Tisa Mosciski,47,1,26,2,1,1,211
Tisa Stoltenberg,36,2,96,3,4,4,344
Tisha Marks,6,1,56,5,1,2,512
Tishie Macejkovic,45,1,30,3,1,1,311
Tito Casper,32,1,34,3,1,1,311
Tito Goyette II,21,1,80,4,1,4,414
Tito Jakubowski,46,1,70,2,1,3,213
Tito Kling,43,1,40,3,1,2,312
Tobe Hahn,8,1,74,5,1,3,513
Tobe Hilll,9,1,78,5,1,4,514
Tobe Marks PhD,6,1,56,5,1,2,512
Tobe Vandervort,14,3,119,4,5,4,454
Tobe Wyman,83,1,20,1,1,1,111
Tobi Crist,11,1,48,4,1,2,412
Tobias Koepp,10,5,291,5,5,5,555
Tobias McKenzie,34,1,34,3,1,1,311
Tobie Brekke,27,1,71,3,1,3,313
Tobie Carroll,38,3,130,3,5,5,355
Tobin Upton,19,1,32,4,1,1,411
Toby Boyle,12,1,70,4,1,3,413
Toby Maggio V,59,2,124,2,4,5,245
Toccara Hermiston,80,1,28,1,1,1,111
Toccara Lebsack,44,2,129,3,4,5,345
Tod Bosco III,81,3,92,1,5,4,154
Tod Hagenes,26,1,44,4,1,2,412
Todd Mante,5,1,46,5,1,2,512
Tolbert Bednar,27,1,47,3,1,2,312
Tolbert Nikolaus,85,1,57,1,1,2,112
Tom Hills,72,1,28,1,1,1,111
Tom Wilkinson,37,2,79,3,4,4,344
Toma Kihn,14,5,278,4,5,5,455
Tomasa Mayert,87,2,71,1,4,3,143
Tomeka Larkin DVM,48,2,92,2,4,4,244
Tomeka Mills,4,5,243,5,5,5,555
Tomeka Nikolaus,6,1,71,5,1,3,513
Tomeka Turner,52,1,43,2,1,2,212
Tomie Graham,21,1,22,4,1,1,411
Tomika Koepp,89,1,67,1,1,3,113
Tomika Schroeder,56,1,71,2,1,3,213
Tommie Gleason,2,5,177,5,5,5,555
Tommie Ledner,44,1,65,3,1,3,313
Tommie Paucek,32,1,27,3,1,1,311
Toney Hickle,80,1,40,1,1,2,112
Toney Marvin,53,1,20,2,1,1,211
Toni Dach,12,1,42,4,1,2,412
Toni Kuphal,80,1,75,1,1,3,113
Tonia Gleason,17,4,177,4,5,5,455
Tonia Osinski DVM,72,3,86,1,5,4,154
Tonja Blick,54,1,39,2,1,1,211
Tonja Ebert,51,2,85,2,4,4,244
Tonja Hettinger,68,1,53,1,1,2,112
Tony Johnson,3,1,61,5,1,3,513
Tony Steuber,21,2,62,4,4,3,443
Torey O'Keefe,14,4,202,4,5,5,455
Torey Treutel,3,7,350,5,5,5,555
Tori Bailey,48,2,124,2,4,5,245
Tori Goldner,6,1,25,5,1,1,511
Tori Mraz,42,1,79,3,1,4,314
Toriano DuBuque,20,1,21,4,1,1,411
Torie Gorczany,47,2,118,2,4,4,244
Torie Ziemann,33,1,37,3,1,1,311
Torrance Aufderhar,36,1,38,3,1,1,311
Torrance Pollich,13,3,122,4,5,4,454
Torrey Kessler,45,1,79,3,1,4,314
Torrey McKenzie,75,1,43,1,1,2,112
Torrie Gaylord,67,1,50,2,1,2,212
Torrie Hartmann MD,15,4,221,4,5,5,455
Torry Connelly,1,2,131,5,4,5,545
Torry Murazik,12,4,227,4,5,5,455
Torry Reynolds,22,4,193,4,5,5,455
Tory Smith,6,7,330,5,5,5,555
Tosha Mitchell,46,1,35,2,1,1,211
Toshiko Bechtelar,11,5,255,4,5,5,455
Toshiko Beer,17,1,20,4,1,1,411
Toshio Brekke,80,2,118,1,4,4,144
Towanda Kemmer,47,2,46,2,4,2,242
Toy Gibson,74,1,33,1,1,1,111
Toy Hyatt,8,1,38,5,1,1,511
Toya Runolfsdottir,50,1,27,2,1,1,211
Trace Hintz DVM,3,2,71,5,4,3,543
Trace Nikolaus Jr.,36,1,35,3,1,1,311
Tracey DuBuque MD,24,2,119,4,4,4,444
Tracey Effertz,85,2,70,1,4,3,143
Tracey Hayes,8,1,75,5,1,3,513
Tracey Mann,72,1,53,1,1,2,112
Tracey Satterfield,80,1,70,1,1,3,113
Tracey Wuckert,31,1,73,3,1,3,313
Traci Ritchie,45,3,147,3,5,5,355
Traci Rowe,12,12,669,4,5,5,455
Traci Stoltenberg PhD,10,2,58,5,4,2,542
Tracy Feest,71,1,36,1,1,1,111
Tracy King,52,1,23,2,1,1,211
Tracy Lang,18,1,29,4,1,1,411
Tracy Quigley,53,1,62,2,1,3,213
Trae Koepp,40,2,121,3,4,4,344
Trae Strosin IV,52,1,43,2,1,2,212
Travis Cartwright,42,3,180,3,5,5,355
Trayvon Little I,67,1,26,2,1,1,211
Treena Spinka,5,1,32,5,1,1,511
Tremaine Boyle MD,46,3,173,2,5,5,255
Trent Crist,2,3,133,5,5,5,555
Trent Kuhn,4,6,246,5,5,5,555
Trent Turcotte,75,1,45,1,1,2,112
Trenten Ebert,13,1,26,4,1,1,411
Trenten Harris,32,1,33,3,1,1,311
Trenten Toy,88,1,38,1,1,1,111
Trenton Bartoletti,22,1,47,4,1,2,412
Trenton Gleichner,62,2,77,2,4,4,244
Trenton Schamberger,40,2,85,3,4,4,344
Trenton Thompson,69,1,58,1,1,2,112
Tresa Grady MD,37,1,68,3,1,3,313
Tressa Crona,74,1,25,1,1,1,111
Tressa Walter PhD,79,1,21,1,1,1,111
Tressie Buckridge DDS,51,1,57,2,1,2,212
Tressie Leuschke,57,1,68,2,1,3,213
Trever Stanton,38,2,81,3,4,4,344
Trever Zemlak,46,1,73,2,1,3,213
Trevin Emmerich,6,2,131,5,4,5,545
Trevion Effertz,3,1,56,5,1,2,512
Trevion Schroeder,47,1,22,2,1,1,211
Trevon Schamberger,89,1,67,1,1,3,113
Trevor Dickinson PhD,72,3,142,1,5,5,155
Trevor Sipes Jr.,6,2,87,5,4,4,544
Trevor Terry,36,3,143,3,5,5,355
Trey Gorczany DDS,47,1,75,2,1,3,213
Treyton Raynor,4,4,175,5,5,5,555
Treyvon Morissette,6,2,157,5,4,5,545
Treyvon Schaden,30,1,46,3,1,2,312
Tricia Bosco,44,1,61,3,1,3,313
Tricia Friesen DVM,40,5,159,3,5,5,355
Tricia Russel MD,10,2,103,5,4,4,544
Tricia Wilderman,67,1,29,2,1,1,211
Trilby Tremblay,71,1,62,1,1,3,113
Trina Gaylord DDS,47,2,129,2,4,5,245
Trina Harvey,46,2,96,2,4,4,244
Trinidad Little,47,1,64,2,1,3,213
Trinidad Witting,6,1,78,5,1,4,514
Trinity Kirlin,67,1,20,2,1,1,211
Tripp Abshire,36,2,111,3,4,4,344
Trish Collier,35,1,39,3,1,1,311
Trish Schinner,6,2,140,5,4,5,545
Tristan Hayes,89,1,76,1,1,4,114
Tristen Fahey,38,2,141,3,4,5,345
Tristen Kuphal,86,1,80,1,1,4,114
Tristen Murray,22,2,95,4,4,4,444
Tristian Legros,5,4,211,5,5,5,555
Tristin Price,23,8,446,4,5,5,455
Triston Fisher II,4,2,122,5,4,4,544
Triston Ledner Jr.,69,2,46,1,4,2,142
Triston Mills,9,3,156,5,5,5,555
Triston Wunsch,1,3,151,5,5,5,555
Trudie Mraz,19,2,75,4,4,3,443
Trudy Stokes,18,2,120,4,4,4,444
True Conroy,39,7,361,3,5,5,355
Trula Carter,5,3,152,5,5,5,555
Truman Lind,17,2,98,4,4,4,444
Trystan Block III,41,2,98,3,4,4,344
Trystan Kub,47,1,43,2,1,2,212
Trystan Wisoky,47,4,218,2,5,5,255
Tuan Terry,88,1,59,1,1,3,113
Tula Jacobs,4,3,178,5,5,5,555
Tula Ruecker,12,3,125,4,5,5,455
Turner Lowe,21,1,66,4,1,3,413
Twila Yundt,26,1,35,4,1,1,411
Twyla Schmidt,44,3,103,3,5,4,354
Twyla Zemlak,23,2,115,4,4,4,444
Ty Konopelski,69,1,57,1,1,2,112
Ty Orn,79,5,280,1,5,5,155
Ty Paucek,11,5,244,4,5,5,455
Tye Gulgowski,77,1,74,1,1,3,113
Tye Wisoky,6,6,324,5,5,5,555
Tyesha Fahey,5,18,918,5,5,5,555
Tyesha Willms,12,2,69,4,4,3,443
Tyler Heathcote,6,1,45,5,1,2,512
Tyler Larson,46,1,37,2,1,1,211
Tylor Dach,47,1,67,2,1,3,213
Tylor Goyette,67,3,160,2,5,5,255
Tylor Kling,22,1,60,4,1,3,413
Tylor Zboncak,87,1,37,1,1,1,111
Tyquan Frami,42,1,66,3,1,3,313
Tyquan Metz,55,1,47,2,1,2,212
Tyra Stanton DDS,64,1,64,2,1,3,213
Tyra Willms,5,4,250,5,5,5,555
Tyreek Windler,43,2,89,3,4,4,344
Tyreese Hamill,34,1,52,3,1,2,312
Tyreese Renner,3,1,74,5,1,3,513
Tyrek Cruickshank,30,1,29,3,1,1,311
Tyrek Macejkovic,4,11,650,5,5,5,555
Tyrese Lehner,67,1,22,2,1,1,211
Tyrin Corwin,74,1,67,1,1,3,113
Tyrin Kertzmann,52,1,24,2,1,1,211
Tyrone Sauer,14,1,22,4,1,1,411
Tyrus Beahan,31,3,186,3,5,5,355
Tyshawn Daugherty,5,5,253,5,5,5,555
Tyshawn Dooley,35,1,62,3,1,3,313
Tyshawn Witting,32,1,55,3,1,2,312
Ula Zieme,8,9,480,5,5,5,555
